"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
83,"Дніпропетровська","місцеве","Андріївський ліс","заказник","лісовий",10,"Рішення облвиконкому 17.12.1990 №469","Васильківський держлісгосп","с. Андріївка Покровського району"
84,"Дніпропетровська","місцеве","Новопавлівський ліс","заказник","лісовий",650,"Рішення облвиконкому 17.12.1990 №469","Васильківський держлісгосп","с. Новопавлівка Межівського району"
85,"Дніпропетровська","місцеве","Балка Сад","заказник","ботанічний",38.6,"Рішення облвиконкому 17.12.1990 №469","Васильківська райдержадміністрація","с. Воскресенівка Васильківського району"
86,"Дніпропетровська","місцеве","Урочище Балка Дурна","заказник","ботанічний",136,"Рішення облвиконкому 21.07.1977 №473","Верхньодніпровський держлісгосп","с. Івашкове Верхньодніпровського району, Верхньодніпровське лісництво, кв.18,19"
87,"Дніпропетровська","місцеве","Урочище Балка Глибока","заказник","ботанічний",150,"Рішення облвиконкому 21.07.1977 №473","Верхньодніпровський держлісгосп","Верхньодніпровське лісництво кв.10,11"
88,"Дніпропетровська","місцеве","Урочище Балка Яранська","заказник","ботанічний",4.2,"Рішення облвиконкому 21.07.1977 №473","Верхньодніпровський держлісгосп","с. Миколаївка П’ятихатського району, Мишуринорізьке лісництво кв.28,діл.4"
89,"Дніпропетровська","місцеве","Балка Павлівська","заказник","ботанічний",28,"Рішення облвиконкому 09.10.1979 №568","Навчально-дослідне господарство Самарський","с. Василівка Дніпропетровського району"
90,"Дніпропетровська","місцеве","Балка Орлова","заказник","ботанічний",9.4,"Рішення облвиконкому 09.10.1979 №568","Навчально-дослідне господарство Самарський","с. Василівка Дніпропетровського району"
91,"Дніпропетровська","місцеве","Балка Липова","заказник","ботанічний",3.1,"Рішення облвиконкому 22.06.1972 №391","Навчально-дослідне господарство Самарський","с. Василівка Дніпропетровського району"
92,"Дніпропетровська","місцеве","Балка Осипова","заказник","ботанічний",14.4,"Рішення облвиконкому 22.06.1972 №391","Навчально-дослідне господарство Самарський","с. Василівка Дніпропетровського району"
93,"Дніпропетровська","місцеве","Балка Бубликова","заказник","ботанічний",11.3,"Рішення облвиконкому 09.10.1979 №568","Навчально-дослідне господарство Самарський","с. Василівка Дніпропетровського району"
94,"Дніпропетровська","місцеве","Балка Водяна","заказник","ботанічний",5,"Рішення облвиконкому 09.10.1979 №568","Юр’ївська райдержадміністрація","с. Преображенка Юр'ївського району"
95,"Дніпропетровська","місцеве","Урочище Балка Климова","заказник","ботанічний",272,"Рішення облвиконкому 21.07.1977 №№473 /зміни розпорядження 19.12.1995 №50-Р/","Верхньодніпровський держлісгосп","Бородаївське лісництво кв.4-8"
96,"Дніпропетровська","місцеве","Урочище Балка Гостра","заказник","ботанічний",175,"Рішення облвиконкому 21.07.1977 №473","Верхньодніпровський держлісгосп","с. Суслівка Верхньодніпровського району, Бородаївське лісництво кв.2,3"
97,"Дніпропетровська","місцеве","Балка Ягідна","заказник","ботанічний",32,"Рішення облвиконкому 09.10.1979 №568 /зміни розпорядження 19.12.1995 №50-Р","Новомосковська райдержадміністрація","с. Ягідне Новомосковського району"
98,"Дніпропетровська","місцеве","Житлова балка","заказник","ботанічний",397,"Рішення Дніпропетровської облради від 21.06.2013 №440-19/VI","Криничанська райдержадміністрація","Криничанський район"
99,"Дніпропетровська","місцеве","Верхньобазавлуцький","заказник","ботанічний",786,"Рішення Дніпропетровської облради від 21.06.2013 №440-19/VI","Криничанська райдержадміністрація","Криничанський район"
100,"Дніпропетровська","місцеве","Витоки річки Базавлук","заказник","ботанічний",671,"Рішення Дніпропетровської облради від 21.06.2013 №440-19/VI","Криничанська райдержадміністрація","Криничанський район"
101,"Дніпропетровська","місцеве","Середньобазавлуцький","заказник","ботанічний",1413,"Рішення Дніпропетровської облради від 27.12.2013 №512-23/VI","Криничанська райдержадміністрація","Криничанський район"
102,"Дніпропетровська","місцеве","Витоки річки Саксагань","заказник","ботанічний",418,"Рішення Дніпропетровської обласної ради від 05.12.2014 №597-28/VI","Криничанська райдержадміністрація","Криничанський район"
103,"Дніпропетровська","місцеве","Балка Зміїна","заказник","ботанічний",146,"Рішення Дніпропетровської обласної ради від 20.06.2014 №550-26/VI","Дніпроретровська райдержадміністрація","Дніпропетровський район"
104,"Дніпропетровська","місцеве","Василівська колонія сірих чапель","заказник","орнітологічний",144,"Рішення облвиконкому 09.10.1979 №568","Новомосковський військлісгосп","с. Василівка Новомосковського району"
105,"Дніпропетровська","місцеве","Заплави р. Самара","заказник","орнітологічний",,"Рішення облвиконкому 17.12.1990 №469","Петропавлівська райдержадміністрація","с. Зелений Гай Петропавлівського району"
106,"Дніпропетровська","місцеве","Заплави р.Базавлук","заказник","орнітологічний",,"Рішення облвиконкому 17.12.1990 №469","Апостолівська райдержадміністрація","с. Ленінське Апостолівського району"
107,"Дніпропетровська","місцеве","Новостепанівський","заказник","ентомологічний",245,"Рішення облвиконкому 14.10.1982 №654","Новомосковська райдержадміністрація","Між селами Новостепанівка та Івано-Михайлівка Новомосковського району"
108,"Дніпропетровська","місцеве","Покровський","заказник","ентомологічний",30.6,"Рішення облвиконкому 14.10.1982 №654","ТОВ Родіна","смт. Покровське"
109,"Дніпропетровська","місцеве","Топчинський","заказник","ентомологічний",85.5,"Рішення облвиконкому 14.10.1982 №654 /зміни розпорядження 19.12.1995 №50-Р/","Магдалинівська райдержадміністрація","с. Топчине Магдалинівського району"
110,"Дніпропетровська","місцеве","Шандрівський","заказник","ентомологічний",101,"Рішення облвиконкому 14.10.1982 №654 /зміни розпорядження 19.12.1995 №50-Р/","Юр’ївська райдержадміністрація","с. Шандрівка Юр’ївського району"
111,"Дніпропетровська","місцеве","Новоселiвський лиман","заказник","загальнозоологічний",287,"Рішення облвиконкому 09.06.1988 №231 /зміни розпорядження 19.12.1995 №50-Р","Новомосковська райдержадміністрація","с. Новоселівка Новомосковського району"
