"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
48,"Сумська","місцеве","Мариця","заказник","ботанічний",14.2,"Рішення облвиконкому від 27.07.1977 р. №430","ДП Кролевецьке лісомисливське господарство","Кролевецький р-н: Волокитинська с/р; неподалік від с. Новоселиця Зазірківської сільради. ДП Кролевецьке лісомисливське господарство: Ярославецьке л-во, кв. 48 (діл. 1, 5)**"
49,"Сумська","місцеве","Борозенківський","заказник","ботанічний",295,"Рішення облвиконкому від 31.12.1980 р. №704","ДП Роменське лісове господарство","Роменський р-н: Плавинищенська с/р; примикає до автодороги Ромни - Конотоп між селами Гаї - Борозенка. ДП Роменський лісгосп: Роменське л-во, кв. 34-39"
50,"Сумська","місцеве","Хмелівський","заказник","ботанічний",82,"Рішення облвиконкому від 31.12.1980 р. №704","ДП Роменське лісове господарство","Роменський р-н: Басівська с/р; у верхів’ї р. Борозенки. ДП Роменський лісгосп: Томашівське л-во, кв. 57"
51,"Сумська","місцеве","Воронізький","заказник","ботанічний",340,"Рішення облвиконкому від 31.12.1980 р. №704","ДП Шосткинське лісове господарство","Шосткинський р-н: Воронізька с/р; поряд з смт.Вороніж.ДП Шосткинський лісгосп: Воронізьке л-во, кв. 5-12"
52,"Сумська","місцеве","Підліснівський","заказник","ботанічний",20,"Розпорядження голови облдерж-адміністрації від 14.12.1995 р. № 237","Підліснівська сільська рада","Сумський р-н: Підліснівська с/р; в балці на південь від с. Олександрівка"
53,"Сумська","місцеве","Саївський","заказник","ботанічний",9.5,"Розпорядження голови облдерж-адміністрації від 14.12.1995 р. № 237","Козельненська сільська рада","Недригайлівський р-н: Козельненська с/р; у балці між селами Козельне - Саєве"
54,"Сумська","місцеве","Голубців","заказник","ботанічний",16,"Розпорядження голови облдерж-адміністрації від 14.12.1995 р. № 237","Козельненська сільська рада","Недригайлівський р-н: Курманівська с/р; у балці на околиці смт. Недригайлів"
55,"Сумська","місцеве","Березів яр","заказник","ботанічний",17.7,"Рішення облради від 28.01.2003 р.","1. Малопавлівська сільська рада2. ДП Охтирський агролісгосп","Роменський р-н: Малопавлівська с/р; урочище Березів яр. ДП Охтирський агролісгосп: кв. 40 (вид. 3-4, 6-7)"
56,"Сумська","місцеве","Лунарієвий","заказник","ботанічний",340,"Рішення облради від 25.09.2003 р. та 30.08.2005 р.","ДП Сумське лісове господарство","Сумський р-н: Могрицька с/р; ДП Сумський лісгосп: Могрицьке л-во, кв. 40-41, 51, 53-55"
57,"Сумська","місцеве","Сурмачівський","заказник","ботанічний",53.3,"Рішення облради від 25.09.2003 р.","1. Глинська сільська рада2. ДП Роменський агролісгосп","Роменський р-н: Глинська с/р; ДП Роменський агролісгосп: Андріяшівське л-во, кв. 180 (вид. 23-40, 47-48)"
58,"Сумська","місцеве","Засулля","заказник","ботанічний",13.5,"Рішення облради від 25.09.2003 р.","ДП Роменський агролісгосп","Роменський р-н: Бобрицька с/р; на північ від с. Бобрик, болотний масив між залізницею та автодорогою. ДП Роменський агролісгосп: Андріяшівське л-во, кв. 169 (вид. 5-6), 170 (вид. 27.1), 171 (вид. 1-4)"
59,"Сумська","місцеве","Дубинський","заказник","ботанічний",39.4,"Рішення облради від 26.05.2004 р.","1. Хоминцівська сільська рада2. ДП Роменський агролісгосп","Роменський р-н: Хоминцівська с/р; на південь від села Дубина. ДП Роменський агролісгосп: Андріяшівське л-во, кв. 133 (вид. 54, 56)"
60,"Сумська","місцеве","Громадська дума","заказник","ботанічний",72.4,"Рішення облради від 26.05.2004 р.","1. Хоминцівська сільська рада2. ДП Роменський агролісгосп3. ДП Роменське лісове господарство","Роменський р-н: Хоминцівська с/р; на північний захід від с. Хоминці. ДП Роменський лісгосп: Глинське л-во, кв. 5 (діл. 5); ДП Роменський агролісгосп: Андріяшівське л-во, кв. 134 (вид. 39, 40), 135 (вид. 9), 136 (вид. 1-2, 5-14)"
61,"Сумська","місцеве","Джерельні розсипи","заказник","ботанічний",172.78,"Рішення облради від 29.11.2005 р.","Пустовійтівська сільська рада","Роменський р-н: Пустовійтівська с/р; заплава р. Сула на південний захід від с. Герасимівка"
62,"Сумська","місцеве","Ковиловий","заказник","ботанічний",3.9,"Рішення облради від 04.08.2006 р.","Колядинецька сільська рада","Л.-Долинський р-н: Колядинецька с/р; в балці на північній околиці с. Колядинець"
63,"Сумська","місцеве","Коровинський","заказник","ботанічний",65.5,"Рішення облради від 09.07.2009 р.","Коровинська сільська рада","Недригайлівський р-н: Коровинська с/р; болотні угіддя в заплаві р. Сула"
64,"Сумська","місцеве","Катеринівський","заказник","ботанічний",773.1,"Рішення облради від 09.07.2009 р.","Лебединська райдержадміністрація","Лебединський р-н: Катеринівська с/р; частина охоронної зони відділення УСПЗ Михайлівська цілина"
65,"Сумська","місцеве","Довге","заказник","ботанічний",64,"Рішення облради від 27.06.2008 р.","1. Катеринівська сільська рада2. ДП Лебединський агролісгосп","Лебединський р-н: Катеринівська с/р; частина балки зі збереженою степовою рослинністю. ДП Лебединський агролісгоп: кв. 13 (вид. 13-15, 10-11)"
