№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
1.;Моначинський;заказник;гідрологічний;206;Поблизу с.Рябіївка Волочиського р-ну;Хмельницький облрибокомбінат;Постановою Ради Міністрів УРСР від 25 лютого 1980 року№ 132. 
2.;Башта;заказник;гідрологічний;250; Заплава р.Південний Буг між селами Ставищани, Трибухівка та Головченці;Требуховецька сільська рада Летичівського району;Постановою Ради Міністрів УРСР від 25 лютого 1980 року№ 132. 
3.;Моломолинецький;заказник;гідрологічний;410;Заплава р.Бужок від с.Печеське до с. Редвинці;Западинська с/р Красилівського району, Аркадієвецька с\р, Гнатовецька с/р, Терешовенцька с/р, Печеськівська с/р Хмельницького району;Постановою Ради Міністрів УРСР від 25 лютого 1980 року№ 132. 
;Михельський;заказник;гідрологічний;109;Михельське л-во кв.6;ДП «Ізяславський лісгосп»;Указом ПрезидентаУкраїни від 20.08.1996 року№ 715 / 96
5.;Луг і Круглик;заказник;гідрологічний;156;Поблизу села Голенищево;ДП «Летичівський лісгосп»;Указом Президента України від 21.02.2002 р       № 167/2002
;Разом заказників гідрологічних;5;;1131;;;
;Всього заказників загальнодержавного значення;25;;9660,8;;;
1.;Китайгородське відслонення;пам`ятка природи;геологічна;60;Поблизу с. Китайгород Кам’янець-Подільського району;Китайгородська с/р Кам’янець-Подільського р-ну;Постановою Ради Міністрів Української РСР від 21.03.1984 року№139
2.;Смотрицький каньйон;пам`ятка природи;геологічна;80;Від  с. Голосків до с. ЦибулівкаКам’янець-Подільського р-ну;Виконкому Кам’янець-Подільської  міської ради-49,0 га,  Устянська с/р-24,0 га. Цибулівська с/р -7 га.;Постановою Ради Міністрів Української РСР від 21.03.1984 року№139
3.;Печера «Атлантида»;пам`ятка природи;геологічна;10;Поблизу с. Завалля Кам’янець-Подільського р-ну;Хмельницька обласна рада по туризму і екскурсій;Розпорядженням Ради Міністрів УРСР від 14.10.1979 року № 780-р
;Разом пам`яток природи геологічних;3;;150;;;
1.;Товтра «Самовита»;пам`ятка природи;ботанічна;15;Поблизу с.Залуччя Чемеровецького р-ну;Більська сільська рада Чемеровецького р-ну.;Розпорядженням Ради Міністрів УРСР від 14.10.1979 року № 780-р
;Разом пам`яток природи ботанічних;1;;15;;;
1.;Озеро «Святе»;пам`ятка природи;гідрологічна;8,2;Михельське лісництвокв. 3, діл. 20, кв.8, діл.8. ;ДП «Ізяславський лісгосп»;Указом Президента України  від 20.08.1996 року № 715/96       
;Разом пам`яток природи гідрологічних;1;;8,2;;;
;Всього пам`яток прирроди загальнодержавного значення;5;;173,2;;;
1.;Кам’янець-Подільський ;Ботанічний сад;;17,5;м.Кам’янець-Подільськійвул. Лесі Українки, 64;Подільська державна аграрно-технічна академія ;Розпорядженням Ради Міністрів УРСР відроку№ 1180 р.
;Всього ботанічних садів загальнодержавного значення;1;;17,5;;;
1.;Новоселицький парк;парк-пам’ятка садово-паркового мистецтва;;44,4;с.Новоселиця;СПТУ-41 с.Новоселиця Старокостянтинівського р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
2.;Малієвецький;парк-пам’ятка садово-паркового мистецтва;;17,2;с.Малієвці;Обласний тубдиспансер с.Малієвці Дунаєвецького р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
3.;Михайлівський;парк-пам’ятка садово-паркового мистецтва;;15;с.Михайлівка;Михайлівська сільська радаДунаєвецького р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
4;Голозубинецький;парк-пам’ятка садово-паркового мистецтва;;21;с.Голозубенці;Обласна протитуберкульозна лікарня с.ГолозубенціДунаєвецького р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
5.;Антонінський;парк-пам’ятка садово-паркового мистецтва;;14,4;смт. Антоніни;Антонінська селищна рада смт. Антоніни Красилівського р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
6.;Полонський;парк-пам’ятка садово-паркового мистецтва;;37;м. Полонне ;СПТУ-35, Церквам.Полонне Полонського р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
7.;Великоновоселицький;парк-пам’ятка садово-паркового мистецтва;;10,1;с.Новоселиця;ВСАТ “Новоселиця” с.Новоселиця Полонського р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
8.;Самчиківський парк;парк-пам’ятка садово-паркового мистецтва;;16,6;с.Самчики ;Хмельницька науково-дослідна сільськогосподарська станціяс.Самчики Старокостянтинівського р-ну;Постановою Ради Міністрів УРСР від 29.01.1960 року № 105
9.;Сатанівська перлина;парк-пам’ятка садово-паркового мистецтва;;22;с. Сатанів Городоцького району;НПП „Подільські Товтри”;Указом Президента Україи від 20.08.1996 р. № 715/96
;Всього парків-пам`яток садово-паркового мистецтва загальнодержавного значення;9;;197,7;;;
;Всього територій та об`єктів ПЗФ загальнодержавного значення;42;;280127,9;;;
Території та об’єкти місцевого значенняЗаказники;;;;;;;
1.;Івахнівецький ліс;заказник;ландшафтний;81;Вишнівчицьке лісництво кв. 3 Чемеровецький р-н;ДП «Ярмолинецький лісгосп»;Рішенням обласної ради народних депутатів від 6.10.1991 року  № 171
2.;Сорочинські Товтри;заказник;ландшафтний;6,8;В полі між селами Біле та Садове Чемеровецького  р-ну;Більська сільська рада;Рішенням обласної ради народних депутатів від 16.10.1991 року  № 171
3.;Зіньківський;заказник;ландшафтний;35;лісове урочище «Станіславів яр» Віньковецького р-ну;Віньковецьке РСЛП;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
4.;Данилівський;заказник;ландшафтний;693;Долина р Данилова з прилеглими схилами від с.Песець Новоушицького р-ну ; ДП „Новоушицький лісгосп”;Рішенням облвиконкому від 20.12. 1989 року № 203
5.;Дністровський;заказник;ландшафтний;480;Берег Дністровського водосховища від с. Пижівка до с. Рудківці;ДП „Новоушицький лісгосп”;Рішенням облвиконкому від 20.12. 1989 року № 203
6.;Калюський;заказник;ландшафтний;1832;Браїлівське л-во кв 35,37 Новоушицьке л-во кв.18-23, 34-36, 38 вид. 9-11Новоушицький розсадник кв 3, 4 Струзьке л-во кв. 21-24, 31-35, 42, 43. ;ДП „Новоушицький лісгосп”;Рішенням облвиконкому від 16.10.1991 року № 171
7.;Малі і Великі Луки;заказник;ландшафтний;82;Заплава р.Случ між с. Котюрженці і Черніївка Полонського р-ну;ЛКП “Лісовик”;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
8.;Йосиповецький;заказник;ландшафтний;240;В межах с. Йосипівці і с. Мала Боровиця Білогірського р-ну;Малоборовецька сільська рада  с. Мала Боровиця ;Розпорядженням Голови ОДАвід 28.09.1995 року № 67-р
9.;Йосиповецькі краєвиди;заказник;ландшафтний;100;Між селами Йосипівні, Мала Боровиця та Загірці;Малоборовецька сільська рада Білогірського р-ну;Рішенням обласної ради від 1.11.1996 року № 2
10.;Гора над Смотричем;заказник;ландшафтний;3,6;На території с.Кузьмин Городоцького р-ну;Кузьминська сільська радас. Кузьмин Городоцького р-ну;Рішенням обласної ради від 1.11.1996 року № 2
11.;Лазучинський;заказник;ландшафтний;55;Каньйон безіменної притоки р. Полкви ;Великолазучинська сільська рада  Теофіпольського р-ну;Розпорядженням Голови ОДА від 28.09.1995 року № 67-р
12.;Жердянські каньйони;заказник;ландшафтний;82;Північно-західна частина сіл Воронівці і Немиринці Теофіпольського р-ну;Ільківська сільська рада ;Рішенням обласної ради від 1.11.1996 року № 2
13.;Мислятинський;заказник;ландшафтний;275,8; В межах с. Мислятин Ізяславський р-н;Мислятинська сільська рада ;Розпорядженням Голови ОДА від 28.09.1995 року № 67-р
14.;Устилів;заказник;ландшафтний;195,7;Між селами Яблунівка та Манятин Славутського р-ну;Манятинська сільська рада с.Манятин ;Рішенням 13 сесії обласної ради від 25.12.1997 року № 5
15.;Теліженецький;заказник;ландшафтний;115,2;Поблизу села Теліженці Старосинявського р-ну;Старосинявська селищна рада смт.Стара Синява;Рішенням 13 сесії обласної ради від 25.12.1997 року № 5
16.;Староушицький;заказник;ландшафтний;2715;Староушицьке л-во кв. 6-11, 14, 15, 19-27, 30-40, 41-47;ДП «Кам’янець-Подільський лісгосп»;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року №3
17.;Гора «Сокіл»;заказник;ландшафтний;42,9;Лісовий масив СГЛКП «Лісовик» кв.25 вид. 1-13 Дунаєвецького р-ну;СГЛКП «Лісовик»;Рішенням 9 сесії обласної ради від 11.07.2007 р        № 23-9/2007
18.;Мирутинський;заказник;ландшафтний;278,8;В 750 м. на північний захід від с. Мирутин;Мирутинська сільська рада Славутського району;Рішенням 24 сесії обласної ради від 18.11.2009 р. № 20-24/2009
;Разом заказників ландшафтних;18;;7313,8;;;
1.;Буковий ліс;заказник;ботанічний;5,3;Лісове урочище «Середня дубина» кв.1 вид 7, кв.2 вид 4;Чемеровецьке СЛГО “Агро ліс”с. Слобідка-Смотрицька Чемеровецького р-ну. ;Рішенням обласної ради народних депутатів від 16.10.1991 року  № 171
2.;Товтри Садова та Деренова;заказник;ботанічний;26,3;Циківський розсадник кв.9 діл. 9, кв.10 діл. 5 ;ДП «Кам’янець-Подільський лісгосп»;Рішенням обласної ради народних депутатів від 16.10.1991 року  № 171
3.;Черчецька Товтра;заказник;ботанічний;4,5;Біля с.Черче Чемеровецького р-ну.;Залучанська сільська рада;Рішенням Хмельницького облвиконкому від 19.10.1988 року  № 153
4.;Вільховецькі товтри;заказник;ботанічний;47;За 1 км. на захід від с. Вільхівці;Вільховецька сільська рада Чемеровецького р-ну;Рішенням сесії обласної ради від 1.11.1996 року № 2
5.;Китайгородський ліс;заказник;ботанічний;84;Схил р.Тернави поблизу с.Китайгород;КП „Надра Кам’янеччини”Кам’янець-Подільського р-ну;Рішенням облвиконкому від 19.10.1988 року № 153
6.;Мукшанський;заказник;ботанічний;21;Поблизу с. Жовтневе ;Слобідко-Кульчиєвецька сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 19.10.1988 року № 153
7.;Устянський;заказник;ботанічний;12;Поблизу с.Устя;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 19.10.1988 року № 153
8.;Нігинська товтра;заказник;ботанічний;3,5;Поблизу с.Нігин;Нігинська сільська рада Кам’янець-Подільського  р-ну;Рішенням облвиконкому від 19.10.1988 року № 153
9.;Три горби;заказник;ботанічний;283;Панівецьке лісництво кв. 5-9;ДП «Кам’янець-Подільський лісгосп»;Рішенням облвиконкому від26.10.1990 року №194 
10.;Лазарево;заказник;ботанічний ;160;Панівецьке лісництво кв. 1-4;ДП «Кам’янець-Подільський лісгосп»;Рішенням облвиконкому від26.10.1990 року №194 
11.;Наддністрянський;заказник;ботанічний;1167;Подільське лісництво кв.66-69 ліс р-пу «Наддністрянський»;ДП „Кам’янець-Подільський лісгосп” Радгосп „Наддністрянський”с.Демшин Кам’янець-Подільського р-ну;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року №7
12.;На валу;заказник;ботанічний;215;Панівецьке лісництво кв. 30-33;ДП «Кам’янець-Подільський лісгосп»;Рішенням облвиконкому від26.10.1990 року №194 
13.;Хутірський;заказник;ботанічний;46,8;Хутірське л-во кв. 31 вид. 21, кв. 40 вид. 4, кв 41 вид.2;ДП «Славутський лісгосп»;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
14.;Гайдучино;заказник;ботанічний;48;Красилівське л-во кв. 83, 86;ДП „Старокостянтинівський лісгосп”;Розпорядженням Голови ОДА від 28.09.1995 року № 67-р
15.;Шундерова дача;заказник;ботанічний;23,2;Шепетівський військовий лісгосп, кв. 3 вид. 5, 7, 8, 14-21, 33, 35;Шепетівський військовий лісгосп;Рішенням обласної ради від 1.11.1996 року № 2
16.;Глібівський;заказник;ботанічний;144;Браїлівська л-во кв.6, 9, 10;ДП «Новоушицький лісгосп»;Рішенням облвиконкому від 26.10.1990 року № 194
17.;Віньковецький;заказник;ботанічний;14,5;Віньковецьке л-во  кв. 30,42;ДП «Ярмолинецький лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
18.;Залісецький;заказник;ботанічний;70;Маківське л-во, кв.80;ДП «Кам’янець-Подільський лісгосп»;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року № 3
19.;Конвалія травнева;заказник;ботанічний;39,9;Плужнянське л-во, кв. 30, вид 12, 14, 23, 42 вид. 1, 2, 5, 6, 8;ДП «Ізяславський лісгосп»;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року
20.;Першотравневий;заказник;ботанічний;44;За 1,5 км. від с.Дертка;Дертківська сільська рада с.Дертка Ізяславського р-ну;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
21.;Колонія підсніжника;заказник;ботанічний;7,3;Хутірське л-во кв.29 вид 1;ДП «Славутський лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
;Разом заказників ботанічних;21;;2466,3;;;
1.;Урочище „Балки»;заказник;лісовий;12,9;Урочище «Балки» в 3 км від с.Охримівці;Віньковецьке РСЛП с.ОхримівціВіньковецького р-ну;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
2.;Зайчики;заказник;лісовий;110;Поблизу с.Зайчики, ліс кв. 2,3  ;ДП „ХОСЛАП „Хмельницьк-облагроліс”Волочиського р-ну;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року № 7
3.;Чорний ліс;заказник;лісовий;193;Дунаєвецьке л-во кв. 16-18;ДП «Кам’янець-Подільський лісгосп»;Рішенням облвиконкому від 26.10.1990 року № 194
4.;Рахнівецький ліс;заказник;лісовий;676;Дунаєвецьке л-во кв. 26-37;ДП «Кам’янець-Подільський лісгосп»;Рішенням облвиконкому від 26.10.1990 року № 194
5.;Трибухівський ліс;заказник;лісовий;120;Дунаєвецьке л-во кв. 45;ДП «Кам’янець-Подільський лісгосп»;Рішенням облвиконкому від 26.10.1990 року № 194
6.;Красилівський;заказник;лісовий;85;Красилівське л-во селекційно насіневий комплекс;ДП «Старокостянтинівський лісгосп»;Рішенням облвиконкому від 26.10.1990 року № 194
7.;Западинський;заказник;лісовий;30;Лісове урочище на околиці с.Западинці;ЛСП «Красилівліс»  Красилівського р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
8.;Сосновий бір;заказник;лісовий;21;Голицьке л-во кв.33 вид. 7;ДП «Славутський лісгосп»;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
9.;Дубовий гай;заказник;лісовий;19;Голицьке л-во кв.39 вид. 2;ДП «Славутський лісгосп»;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
10.;Калинівський;заказник;лісовий;375;Самчиківське л-во кв. 16 вид. 17, 12, 14 кв.17 вид. 1, 2, 10, 11, 13,15, 16,18, 19, 20 кв. 18. вид. 9, 10, 12, 17 кв 19 вид. 10, 9, 7, 8, 6, 1, 2, 3, 4, 5 кв. 20 вид. 2, 4, 3 кв. 21 вид. 1, 2, 3, 6, 12;ДП «Старокостянтинівський лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
11.;Мацевицький;заказник;лісовий;41;Самчиківське л-во кв.23, вид. 9, 13;ДП «Старокостянтинівський лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
12;Чорнянський;заказник;лісовий;103;Самчиківське л-во кв.24,25;ДП «Старокостянтинівський лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
13.;Підгірнянський;заказник;лісовий;38;Сковородецьке л-во, кв. 3;ДП «Старокостянтинівський лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
14.;Давидковецький;заказник;лісовий;506;Хмельницьке л-во кв. 23-34;ДП «Хмельницьке лісомисливське господарство»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
15.;Осташки;заказник;лісовий;222;Хмельницьке л-во кв. 12-15;ДП «Хмельницьке лісомисливське господарство»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
16.;Бубнівський ліс;заказник;лісовий;130;За 1 км від с.Наркевичі;ДП „ХОСЛАП „Хмельницьк-облагроліс”Волочиського р-ну;Рішенням обласної ради від 1.11.1996 року № 2Розширений рішенням обласної ради від 25.12.1997 року № 5
17.;Урочище «Піддубне»;заказник;лісовий;16;Північний і південний схили яру вздовж шляху Калюсик-ОсламівВіньковецького р-ну ;Віньковецьке РСЛП Віньковецького р-ну;Рішенням 13 сесії обласної ради від 25.12.1997 року № 5
18.;Заслучнянський;заказник;лісовий;26,8;За 1-1.5 км південніше с.Заслучне Красилівського р-ну;ЛСП «Красилівліс»Красилівського р-ну;Рішенням 13 сесії обласної ради від 25.12.1997 року № 5
19.;Соколівщина;заказник;лісовий;218;Ярмолинецьке л-во кв. 42-45 Поблизу смт Ярмолинці;ДП «Ярмолинецький лісгосп»;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
20.;Євеліна;заказник;лісовий;320;3 км на захід від смт Ярмолинці Ярмолинецьке л-во кв. 25-29;ДП «Ярмолинецький лісгосп»;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
21.;Чорний ліс;заказник;лісовий;289;Поблизу смт Ярмолинці Ярмолинецьке л-во кв.30-33;ДП «Ярмолинецький лісгосп»;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
22.;Праліс ;заказник;лісовий;39,5;Південно-східна частина території Нетішинської міської ради  Кривинське л-во кв.15;ДП «Славутський лісгосп»;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
23.;Дорогоща;заказник;лісовий;78,5;Південно-східна частина території Нетішинської міської ради  Кривинське л-во кв. 26, 27;ДП «Славутський лісгосп»;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
24.;Шепетівський;заказник;лісовий;91,8;В північно-східній частині м. Шепетівка, Шепетівського р-ну;Шепетівська міська рада;Рішенням 22 сесії обласної ради від 21.03.2002 р. №11
25.;Новиківський;заказник;лісовий;301;Самчиківське лісництво кв.1- 7 Старокостянтинівський р-н;ДП «Старокостянтинівський лісгосп»;Рішенням 16 сесії обласної ради від 4.04.2001 р. № 10
26.;Ладижський;заказник;лісовий;143;Самчиківське л-во кв. 30-32 Старокостянтинівський р-н;ДП «Старокостянтинівський лісгосп»;Рішенням 11сесії обласної ради від 30.03.2004 р. № 22-11/2004
27.;Лісогринівецький;заказник;лісовий;109,4;Хмельницьке л-во кв.кв. 35, 36 ДП «Хмельницьке лісомисливське господарство»;ДП «Хмельницьке лісомисливське господарство»;Створено, як парк-пам’ятка садово-паркового м-ва рішенням облвиконкому від 17.07.77 р. ере заповідано зі зміною категорії на заповідне урочищеРішенням 11 сесії облради від 30.03.2004 р. № 22-11/2004Змінено категорію рішенням 28 сесії обласної ради від 26.05.2010 р. № 18-28/2010
;Разом заказників лісових;27;;4314,9;;;
1.;Шекеринецький;заказник;гідрологічний;52;В 3 км. на північ від с.Шекеринці;Шекеренецька сільська рада Ізяславського р-ну;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
2.;М’якотівський;заказник;гідрологічний;103,2;В 4км. на захід від с.М’якоти Ізяславського р-ну;М’якотівська сільська рада;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
3.;Вишнопільський ;заказник;гідрологічний;79,1;Між селами Вишнопіль та Малий Вишнопіль;Вишнопільська сільська рада  с.Вишнопіль Старокостянтинівського р-ну;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
4.;Глібівський;заказник;гідрологічний;101,3;Між селами Майдан-Олександрівський та Капустяни;Глібівська сільська рада Новоушицького р-ну.;Рішенням 4 сесії обласної ради від 16.12.1998 року № 13
5.;Ставищанський;заказник;гідрологічний;400;Біля с.Ставищани;Ставищанська сільська рада с.Ставищани Білогірського р-ну;Рішенням облвиконкому від 26.10.1990 року № 194
6.;Голубі озера;заказник;гідрологічний;74;Між селами Жижківці і Синітки;Гулівецька сільська рада Білогірського р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
7.;Женишковецький;заказник;гідрологічний;70;Поблизу села Женишківці;Селянська спілка «Іскра» с. Повець Віньковецького  р-ну; Рішенням облвиконкому від 04.09.1982 року   №  278                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
8.;Божиковецький;заказник;гідрологічний;76;Між селами Божиківці і овець м Деражнянського р-ну;Божиковецька сільська рада с.Божиківці Деражнянського р-ну;Рішенням 13 сесії обласної ради від 25.12.1997 року № 5
9.;Хоморські заплави;заказник;гідрологічний;211,2;На схід від центральної садиби с. Ліщани;Ліщанська сільська рада с.Ліщани Ізяславського  р-ну;Рішенням 13 сесії обласної ради від 25.12.1997 року № 5
10.;Заплавний;заказник;гідрологічний;60,6;Заплава р. Ровець поблизу смт. Віньківці;Віньковецька селищна рада Віньковецького району;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
11.;Авратинський;заказник;гідрологічний;36;Поблизу с.Збручівка ;Авратинська сільська рада Волочиського району;  Рішенням облвиконкому від 04.09.1982 року   №  278                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
12.;Бубнівський;заказник;гідрологічний;40;Поблизу с.Бубнівка;Бубнівська сільська радаВолочиського району; Рішенням облвиконкому від 04.09.1982 року   №  278                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
13.;Юхимовецький;заказник;гідрологічний;45;Поблизу с. Юхимівці;Наркевицька селищна рада Волочиського району;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
14.;Грабарківський;заказник;гідрологічний;100;Заплава р.Грабарка;Користовецька сільська рада Волочиського району;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року№ 7
15.;Шандровський;заказник;гідрологічний;28;Верхів’я р. Шан дрова за 1-1,5 км на схід від с.Іванківці ;Кремінянська сільська радаГородоцький район;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року № 3
16.;Радковицький;заказник;гідрологічний;55,7;Заплава р. Сорокаміж селами Кремінна та Радковиця;"Кремінянська сільська рада; Радковецька сільська радаГородоцького району";Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
17.;Вовчанський;заказник;гідрологічний;1629,5;Заплава р.Вовк;ДП „Поділляторф, Новоселицька, Коржовецька, Богдановецька сільські ради, Деражнянська міська рада;Рішенням облвиконкому від 4.09.1982 р. № 278, розширено площу рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
